ID,Section,Title,Abstract,Byline,Item_type,Source,Published_date,Material_type_facet,Counter
4514,Business,"Netflix and Peloton, two pandemic winners, show signs of a decline.",NO RECORD,NO RECORD,Article,New York Times,2022-01-02,Live Blog Post,1
4515,World,"As China holds the line on ‘zero Covid,’ some wonder if that’s sustainable.",NO RECORD,BY AMY QIN AND AMY CHANG CHIEN,Article,New York Times,2022-01-02,News,1
4516,en Español,"Me vacuné, tuve covid y estoy recuperado, ¿ya puedo volver a vivir como en 2019?","Los casos de ómicron están por las nubes y más personas vacunadas van a adquirir inmunidad “híbrida” tras una infección posvacunación. No obstante, los expertos recomiendan tomar precauciones.",BY DANI BLUM,Article,New York Times,2022-01-02,News,1
4517,Business,‘It’s not a bubble’: The frothy housing market is not expected to settle soon.,NO RECORD,NO RECORD,Article,New York Times,2022-01-02,Live Blog Post,1
4518,Theater,Review: ‘Addressless’ Is on the Streets and in Your Home,This hybrid of theater and game asks us to consider homelessness empathetically but can’t overcome the friction between education and entertainment.,BY ALEXIS SOLOSKI,Article,New York Times,2022-01-02,Review,1
4519,Movies,Watch a Seductive Moment in ‘The Power of the Dog’,Jane Campion narrates an intimate scene between Benedict Cumberbatch and Kodi Smit-McPhee.,BY MEKADO MURPHY,Article,New York Times,2022-01-02,News,1
4520,Movies,‘The Power of the Dog’ | Anatomy of a Scene,The screenwriter and director Jane Campion narrates an intimate sequence between Benedict Cumberbatch and Kodi Smit-McPhee.,BY MEKADO MURPHY,Video,New York Times,2022-01-02,Video,1
4521,World,"Under threat of war, Ukraine’s economy shudders. So does Russia’s.",NO RECORD,BY ANDREW E. KRAMER,Article,New York Times,2022-01-02,Live Blog Post,1
4522,Sports,"Naomi Osaka Is Out at Australian Open, but Looking Ahead","The unseeded American Amanda Anisimova eliminated the four-time Grand Slam champion, who expressed pride in her effort and said, “I can’t be sad about that.”",BY CHRISTOPHER CLAREY,Article,New York Times,2022-01-02,News,1
4523,Podcasts,What the ‘Djokovic Affair’ Revealed About Australia,"On the surface, it looked like a controversy over athletes and vaccines. But for Australians, the decision to deport Novak Djokovic became about something different.","BY ANNIE CORREAL, RACHEL QUESTER, MICHAEL SIMON JOHNSON, ERIC KRUPKE, AUSTIN MITCHELL, ROBERT JIMISON, LIZ O. BAYLEN, BRAD FISHER, MARION LOZANO AND DAN POWELL",Article,New York Times,2022-01-02,News,1
4524,Podcasts,"Remembering André Leon Talley, and a Mother’s Ultimate Sin: The Week in Narrated Articles","Five articles from around The Times, narrated just for you.",NO RECORD,Article,New York Times,2022-01-02,News,1
4525,World,A Biden confidant faced off against a veteran Russian diplomat.,NO RECORD,BY DAN BILEFSKY,Article,New York Times,2022-01-02,Live Blog Post,1
4526,World,Omicron extends its reach to some of the planet’s most remote islands.,NO RECORD,BY YAN ZHUANG,Article,New York Times,2022-01-02,Live Blog Post,1
4527,New York,How Remote Work Is Devastating New York City’s Commuter Rails,"Before the pandemic, they relied on office workers, who spent up to $500 a month on tickets. At the M.T.A., those sales are down 75 percent.",BY MATTHEW HAAG AND PATRICK MCGEEHAN,Article,New York Times,2022-01-02,News,1
4528,Real Estate,What Designers Have Been Doing at Home During the Pandemic,Here’s what it looks like when the professionals take on D.I.Y. projects. (Don’t feel bad if they put yours to shame.),BY JULIE LASKY,Article,New York Times,2022-01-02,News,1
4529,Books,The French Naturalist Who Loved To Paint Mushrooms,"Jean-Henri Fabre, known for his popular books on insects, was a man of many hobbies.",BY BRIAN BLOMERTH,Article,New York Times,2022-01-02,News,1
4530,Arts,Damien Hirst and the Art of the Deal,"He might be Britain’s richest artist, but with each attempt to monetize his talent, Hirst’s originality as a conceptual sculptor becomes an ever more distant memory.",BY SCOTT REYBURN,Article,New York Times,2022-01-02,News,1
4531,Business,Zero-Covid Policy Shakes Hong Kong’s Economy and Its ‘Soul’,Businesses that held on through several outbreaks are now trembling as the highflying metropolitan hub struggles with supply chain issues and a relentless approach to the pandemic.,BY ALEXANDRA STEVENSON,Article,New York Times,2022-01-02,News,1
4532,U.S.,"Back to School, but Still Learning Online",Federal stimulus dollars are dedicated to helping students recover from virtual schooling. Many districts are spending some of that money on virtual tutoring.,BY DANA GOLDSTEIN,Article,New York Times,2022-01-02,News,1
4533,Opinion,Will Madison Cawthorn Be Brought Down by ‘Insurrection’?,Why a section of the 14th Amendment could offer a challenge to some Republicans running for the House this year. ,BY HARRY LITMAN,Article,New York Times,2022-01-02,Op-Ed,1
4534,Opinion,Republicans Think There Is a ‘Takeover’ Happening. They Have Some Reading to Do.,Conservatives can’t pick and choose which parts of the Constitution they like.,BY JAMELLE BOUIE,Article,New York Times,2022-01-02,Op-Ed,1
4535,New York,How a Broadway Producer Spends His Sundays,"Theater may be struggling, but Ron Simons is committed to opening his next show, “For Colored Girls,” this spring.",BY ALIX STRAUSS,Article,New York Times,2022-01-02,News,1
4536,Opinion,"In Medicine, a Lack of Courage Has Helped Put Roe in Jeopardy",Stigma and fear of harassment have kept physicians from incorporating abortion into their practice.,BY EYAL PRESS,Article,New York Times,2022-01-02,Op-Ed,1
4537,Opinion,The Mental Health Toll of Trump-Era Politics,When politics becomes “a pervasive and largely unavoidable source of chronic stress.”,BY MICHELLE GOLDBERG,Article,New York Times,2022-01-02,Op-Ed,1
4538,The Learning Network,How Do You Overcome Your Fears?,Amanda Gorman describes how she conquered her fears to deliver her stunning poem at last year’s presidential inauguration. What do you do to deal with your doubts?,BY JEREMY ENGLE,Article,New York Times,2022-01-02,News,1
4539,Opinion,The One Regret From My Time Leading Planned Parenthood,"The erosion of reproductive rights is a result of raw, bare-knuckled politics, as a minority exercises its power over a majority.",BY CECILE RICHARDS,Article,New York Times,2022-01-02,Op-Ed,1
4540,Opinion,"New Orleans Is a Place Where There Is Violence in the Sweetness, Horror in the Beauty","The city has been shaped by both suffering and celebration, and its strength lies in its dualities.",BY IMANI PERRY,Article,New York Times,2022-01-02,Op-Ed,1
4541,Books,New in Paperback: ‘Harlem Shadows’ and ‘The Black Church’,Six new paperbacks to check out this week.,BY MIGUEL SALAZAR,Article,New York Times,2022-01-02,List,1
4542,Books,"From Blood and Phlegm to Alcohol and Defenestration, Novels of Heartache","Fiction by Mina Seçkin, Lisa Harding, Neel Patel and Renée Branum tells of transnational family and loss.",BY LAUREN LEBLANC,Article,New York Times,2022-01-02,News,1
4543,Opinion,The Women Who Had Abortions Before Roe v. Wade,We must understand what happened before Roe v. Wade to prepare for an America in which Roe is gone.,BY ILANA PANICH-LINSMAN,Interactive,New York Times,2022-01-02,Interactive Feature,1
4544,World,Here are answers to five key questions about the crisis.,NO RECORD,BY DAVID LEONHARDT,Article,New York Times,2022-01-02,Live Blog Post,1
4545,World,"Earlier this week, Biden predicted that Putin would ‘test the West’ with an invasion of Ukraine.",NO RECORD,BY DAVID E. SANGER,Article,New York Times,2022-01-02,Live Blog Post,1
4546,U.S.,Biden as a New F.D.R.? Try L.B.J.,The president’s agenda — big progressive change — has placed Democratic priorities over the voters’ desire for practical help on the pandemic and inflation.,BY NATE COHN,Article,New York Times,2022-01-02,News,1
4547,The Learning Network,Word of the Day: epiphany,This word has appeared in 109 articles on NYTimes.com in the past year. Can you use it in a sentence?,BY THE LEARNING NETWORK,Article,New York Times,2022-01-02,News,1
4548,Technology,Twitter shakes up its security team.,"Parag Agrawal, the new chief executive, fired the company’s head of security this week. Twitter’s chief information security officer is also leaving.",BY MIKE ISAAC AND KATE CONGER,Article,New York Times,2022-01-02,News,1
4549,Opinion,The Most Exciting Sporting Event in the World Is Happening Right Now,The Africa Cup of Nations soccer tournament shows glimpses of a different vision for the continent.,BY SEAN JACOBS,Article,New York Times,2022-01-02,Op-Ed,1
4550,Technology,Intel to Invest at Least $20 Billion in New Chip Factories in Ohio,Building up U.S. chip production has been a focus of lawmakers and companies alike amid a global shortage of the crucial components.,BY DON CLARK,Article,New York Times,2022-01-02,News,1
4551,Briefing,Your Friday Briefing,A harsher line from the West on Russia.,BY NATASHA FROST,Article,New York Times,2022-01-02,briefing,1
4552,Fashion,"United by Sorrow, They Forged a Joyful Future","Christina Vance and Greg Winick met in 2010, when they worked together for a few weeks. Years later, after each had suffered hardship, they reconnected and started to build a relationship.",BY VINCENT M. MALLOZZI,Article,New York Times,2022-01-02,News,1
4553,Style,"After a Marathon First Date, a Warp-Speed Romance","Within 30 days of their six-hour first date, Kimberly Chexnayder and Jason White had said “I love you” and moved in together. An engagement came soon after.",BY TAMMY LA GORCE,Article,New York Times,2022-01-02,News,1
4554,Style,"I’m Getting Married, Mom. Please Cry.",Entering marriage as your mother leaves it can create an emotional disconnect.,BY KATY GATHRIGHT,Article,New York Times,2022-01-02,News,1
4555,Arts,"Elza Soares, 91, Who Pushed the Boundaries of Brazilian Music, Dies",She rose from a favela in Rio to samba stardom in the 1960s. But her career was later overshadowed by an affair with a famous soccer player that became a national scandal.,BY MICHAEL ASTOR,Article,New York Times,2022-01-02,Obituary (Obit),1
4556,U.S.,4 Dead in Brutal Cold at U.S. Border Are Believed to Be Human Smuggling Victims,"The authorities believe a family of four, including an infant, froze to death in Manitoba, Canada. A Florida man, arrested while driving a van nearby, was charged with human smuggling.",BY MICHAEL LEVENSON,Article,New York Times,2022-01-02,News,1
4557,Crosswords & Games,Variety: Cryptic Crossword,Prepare for a steep ascent while solving Richard Silvestri’s tricky puns.,BY CAITLIN LOVINGER,Article,New York Times,2022-01-02,News,1
4558,Crosswords & Games,One With Lots of Pull,Kyle Dolan is a (relatively) new dad — let’s congratulate him!,BY DEB AMLEN,Article,New York Times,2022-01-02,News,1
4559,World,Inured to Climate Change in North Queensland,"The region has come to expect powerful cyclones to wreak havoc, and that may be why many there aren’t concerned about environmental action.",BY MEGHAN DANSIE,Article,New York Times,2022-01-02,News,1
4560,U.S.,Fact-Checking McConnell’s Comparison of Black Turnout Rates,"The Republican leader’s claim about high voter turnout in previous elections wasn’t too far off base, but that doesn’t mean voting access is assured.",BY LINDA QIU,Article,New York Times,2022-01-02,News,1
4561,U.S.,"On Voting Rights, Democrats Say They Had to Go Down Swinging","Senator Chuck Schumer, the majority leader, chose to plunge ahead because of the importance of the issue even after the outcome became preordained.",BY CARL HULSE,Article,New York Times,2022-01-02,News Analysis,1
4562,Health,"Booster shots are keeping older Americans out of the hospital, new C.D.C. data suggest.",NO RECORD,BY APOORVA MANDAVILLI,Article,New York Times,2022-01-02,Live Blog Post,1
4563,U.S.,"With Broad Safety Net Bill Stalled, Democrats Weigh What to Salvage","As discussions resumed over how to whittle down the plan, Senator Joe Manchin, a key holdout, said any talks would be starting with “a clean sheet of paper.”",BY EMILY COCHRANE,Article,New York Times,2022-01-02,News,1
4564,U.S.,"Supreme Court Lets Texas Abortion Law Stay in Effect, for Now","In dissent, the three liberal justices said the majority, by allowing a time-consuming legal detour, had created “a disaster for the rule of law.”",BY ADAM LIPTAK,Article,New York Times,2022-01-02,News,1
4565,New York,Transit Line Connecting Brooklyn and Queens Moves Step Closer to Reality,"A new 14-mile transit line, which would not run into Manhattan, would fill a significant gap in New York’s transportation system.",BY MICHAEL GOLD,Article,New York Times,2022-01-02,News,1
4566,Arts,Adele postpones her Las Vegas residency because of Covid-related delays.,"The shows will be rescheduled, she said, describing herself as “gutted” and “really embarrassed.”",BY JOE COSCARELLI,Article,New York Times,2022-01-02,News,1
